,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
7504,,59109,2015-12-23 21:30:24,Germany,2164,GER1,Male,14.0,47,13.5,189,0.1,2015,12,170.1
7505,,59110,2015-12-23 23:25:36,United States,2211,US14,Female,7.5,38,5.5,159,0.0,2015,12,159.0
7506,,59111,2015-12-24 00:37:36,United States,2167,US5,Male,9.5,42-43,9.0,179,0.2,2015,12,143.20000000000002
7507,,59112,2015-12-24 02:47:12,United States,2197,US11,Female,8.0,38-39,6.0,149,0.0,2015,12,149.0
7508,,59113,2015-12-24 03:16:00,Germany,2221,GER2,Female,7.5,38,5.5,159,0.0,2015,12,159.0
7509,,59114,2015-12-24 05:40:00,United States,2205,US10,Male,10.0,43,9.5,129,0.0,2015,12,129.0
7510,,59115,2015-12-24 09:16:00,Canada,2215,CAN1,Female,7.5,38,5.5,139,0.0,2015,12,139.0
7511,,59116,2015-12-24 09:16:00,Germany,2200,GER1,Female,10.5,41,8.5,149,0.1,2015,12,134.1
7512,,59117,2015-12-24 10:28:00,United Kingdom,2179,UK4,Male,9.5,42-43,9.0,139,0.2,2015,12,111.2
7513,,59118,2015-12-24 12:23:12,Canada,2214,CAN7,Male,10.0,43,9.5,179,0.1,2015,12,161.1
7514,,59119,2015-12-24 13:20:48,Germany,2184,GER1,Male,10.5,43-44,10.0,169,0.5,2015,12,84.5
7515,,59120,2015-12-24 16:56:48,United Kingdom,2174,UK3,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7516,,59121,2015-12-24 18:52:00,United States,2213,US13,Male,10.5,43-44,10.0,149,0.3,2015,12,104.3
7517,,59122,2015-12-24 19:35:12,Germany,2203,GER1,Female,8.5,39,6.5,179,0.3,2015,12,125.3
7518,,59123,2015-12-25 03:16:00,Germany,2179,GER1,Female,7.5,38,5.5,199,0.0,2015,12,199.0
7519,,59124,2015-12-25 04:42:24,United States,2197,US2,Male,10.5,43-44,10.0,149,0.0,2015,12,149.0
7520,,59125,2015-12-25 07:49:36,Germany,2210,GER1,Female,9.5,40,7.5,189,0.5,2015,12,94.5
7521,,59126,2015-12-25 10:13:36,United States,2166,US13,Male,10.0,43,9.5,169,0.2,2015,12,135.20000000000002
7522,,59127,2015-12-25 13:20:48,United States,2149,US12,Female,8.0,38-39,6.0,159,0.0,2015,12,159.0
7523,,59128,2015-12-25 15:30:24,United States,2179,US13,Female,8.0,38-39,6.0,139,0.0,2015,12,139.0
7524,,59129,2015-12-25 16:56:48,United Kingdom,2240,UK3,Female,5.5,36,3.5,189,0.1,2015,12,170.1
7525,,59130,2015-12-25 18:52:00,Germany,2187,GER1,Female,8.5,39,6.5,149,0.1,2015,12,134.1
7526,,59131,2015-12-25 18:52:00,United States,2186,US13,Male,9.5,42-43,9.0,139,0.2,2015,12,111.2
7527,,59132,2015-12-25 20:04:00,Germany,2227,GER3,Male,9.5,42-43,9.0,129,0.1,2015,12,116.10000000000001
7528,,59133,2015-12-25 21:44:48,Germany,2170,GER3,Female,7.0,37-38,5.0,139,0.3,2015,12,97.3
7529,,59134,2015-12-25 21:44:48,United States,2148,US3,Female,8.5,39,6.5,159,0.3,2015,12,111.3
7530,,59135,2015-12-26 05:40:00,United States,2201,US4,Male,9.5,42-43,9.0,179,0.3,2015,12,125.3
7531,,59136,2015-12-26 07:49:36,Germany,2210,GER1,Female,9.5,40,7.5,189,0.5,2015,12,94.5
7532,,59137,2015-12-26 09:59:12,United States,2184,US9,Female,9.0,39-40,7.0,189,0.0,2015,12,189.0
7533,,59138,2015-12-26 10:13:36,United Kingdom,2178,UK2,Female,8.5,39,6.5,139,0.0,2015,12,139.0
7534,,59139,2015-12-26 10:13:36,United States,2152,US1,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7535,,59140,2015-12-26 12:23:12,Canada,2205,CAN2,Male,10.0,43,9.5,169,0.2,2015,12,135.20000000000002
7536,,59141,2015-12-26 18:52:00,United States,2203,US13,Male,9.5,42-43,9.0,189,0.0,2015,12,189.0
7537,,59142,2015-12-26 19:20:48,United Kingdom,2206,UK3,Male,10.0,43,9.5,149,0.0,2015,12,149.0
7538,,59143,2015-12-26 21:44:48,United States,2149,US14,Male,9.5,42-43,9.0,159,0.2,2015,12,127.2
7539,,59144,2015-12-27 02:04:00,Canada,2212,CAN1,Female,8.0,38-39,6.0,129,0.5,2015,12,64.5
7540,,59145,2015-12-27 03:44:48,Germany,2189,GER2,Female,8.0,38-39,6.0,169,0.0,2015,12,169.0
7541,,59146,2015-12-27 06:52:00,Canada,2185,CAN7,Male,7.5,40-41,7.0,169,0.0,2015,12,169.0
7542,,59147,2015-12-27 07:49:36,United States,2203,US14,Male,8.0,41,7.5,129,0.5,2015,12,64.5
7543,,59148,2015-12-27 08:32:48,United States,2232,US12,Female,7.5,38,5.5,169,0.2,2015,12,135.20000000000002
7544,,59149,2015-12-27 14:47:12,United States,2234,US10,Male,9.0,42,8.5,129,0.3,2015,12,90.3
7545,,59150,2015-12-27 16:56:48,Canada,2208,CAN5,Male,9.5,42-43,9.0,199,0.0,2015,12,199.0
7546,,59151,2015-12-27 17:25:36,Germany,2216,GER2,Female,5.5,36,3.5,139,0.0,2015,12,139.0
7547,,59152,2015-12-27 17:54:24,Canada,2241,CAN5,Male,6.0,39,5.5,199,0.0,2015,12,199.0
7548,,59152,2015-12-27 17:54:24,Canada,2176,CAN5,Male,9.5,42-43,9.0,189,0.1,2015,12,170.1
7549,,59153,2015-12-27 18:23:12,United States,2207,US12,Female,9.0,39-40,7.0,169,0.1,2015,12,152.1
7550,,59154,2015-12-27 19:20:48,United Kingdom,2222,UK2,Male,9.0,42,8.5,159,0.1,2015,12,143.1
7551,,59155,2015-12-28 02:04:00,Germany,2153,GER3,Male,9.5,42-43,9.0,189,0.0,2015,12,189.0
7552,,59156,2015-12-28 03:16:00,Germany,2184,GER2,Female,8.5,39,6.5,179,0.5,2015,12,89.5
7553,,59157,2015-12-28 03:44:48,Germany,2177,GER3,Male,9.5,42-43,9.0,199,0.0,2015,12,199.0
7554,,59158,2015-12-28 06:52:00,Canada,2178,CAN5,Male,9.5,42-43,9.0,139,0.1,2015,12,125.10000000000001
7555,,59159,2015-12-28 07:35:12,United States,2207,US15,Male,15.0,48,14.5,149,0.3,2015,12,104.3
7556,,59159,2015-12-28 07:35:12,United States,2209,US15,Male,9.0,42,8.5,189,0.0,2015,12,189.0
7557,,59159,2015-12-28 07:35:12,United States,2184,US2,Male,9.0,42,8.5,159,0.0,2015,12,159.0
7558,,59159,2015-12-28 07:35:12,United States,2221,US7,Male,11.0,44,10.5,149,0.5,2015,12,74.5
7559,,59160,2015-12-28 09:30:24,Germany,2175,GER2,Male,13.0,46,12.5,169,0.0,2015,12,169.0
7560,,59161,2015-12-28 09:44:48,Germany,2231,GER1,Female,8.0,38-39,6.0,199,0.0,2015,12,199.0
7561,,59162,2015-12-28 09:59:12,United States,2152,US1,Male,9.5,42-43,9.0,139,0.0,2015,12,139.0
7562,,59163,2015-12-28 10:13:36,United States,2173,US12,Male,14.0,47,13.5,179,0.0,2015,12,179.0
7563,,59164,2015-12-28 10:42:24,United States,2174,US13,Male,10.0,43,9.5,169,0.0,2015,12,169.0
7564,,59165,2015-12-28 17:54:24,Canada,2176,CAN5,Male,9.5,42-43,9.0,189,0.1,2015,12,170.1
7565,,59165,2015-12-28 17:54:24,Canada,2170,CAN6,Female,9.0,39-40,7.0,179,0.0,2015,12,179.0
7566,,59166,2015-12-28 18:23:12,United States,2242,US12,Female,9.0,39-40,7.0,199,0.0,2015,12,199.0
7567,,59167,2015-12-28 19:20:48,United Kingdom,2190,UK5,Female,9.0,39-40,7.0,149,0.0,2015,12,149.0
7568,,59168,2015-12-29 03:16:00,Germany,2147,GER2,Female,8.5,39,6.5,129,0.3,2015,12,90.3
7569,,59169,2015-12-29 04:13:36,Germany,2225,GER1,Male,9.0,42,8.5,139,0.5,2015,12,69.5
7570,,59170,2015-12-29 05:11:12,Germany,2171,GER1,Female,8.5,39,6.5,159,0.0,2015,12,159.0
7571,,59171,2015-12-29 06:52:00,Germany,2242,GER2,Female,7.0,37-38,5.0,189,0.1,2015,12,170.1
7572,,59172,2015-12-29 07:35:12,United States,2166,US15,Male,11.0,44,10.5,129,0.0,2015,12,129.0
7573,,59172,2015-12-29 07:35:12,United States,2185,US15,Male,10.0,43,9.5,159,0.3,2015,12,111.3
7574,,59172,2015-12-29 07:35:12,United States,2155,US2,Female,9.5,40,7.5,179,0.0,2015,12,179.0
7575,,59173,2015-12-29 08:32:48,Canada,2203,CAN3,Male,9.0,42,8.5,139,0.0,2015,12,139.0
7576,,59174,2015-12-29 09:44:48,Germany,2189,GER2,Female,8.0,38-39,6.0,169,0.0,2015,12,169.0
7577,,59175,2015-12-29 10:13:36,Germany,2242,GER2,Male,9.5,42-43,9.0,169,0.0,2015,12,169.0
7578,,59176,2015-12-29 10:42:24,United States,2151,US14,Male,9.0,42,8.5,159,0.5,2015,12,79.5
7579,,59177,2015-12-29 14:32:48,United States,2184,US11,Male,9.5,42-43,9.0,189,0.5,2015,12,94.5
7580,,59178,2015-12-29 17:54:24,Canada,2215,CAN3,Female,7.0,37-38,5.0,149,0.2,2015,12,119.2
7581,,59178,2015-12-29 17:54:24,Canada,2193,CAN6,Male,8.5,41-42,8.0,199,0.5,2015,12,99.5
7582,,59178,2015-12-29 17:54:24,Canada,2169,CAN7,Female,9.0,39-40,7.0,179,0.1,2015,12,161.1
7583,,59179,2015-12-29 17:54:24,United Kingdom,2226,UK2,Female,7.5,38,5.5,179,0.0,2015,12,179.0
7584,,59180,2015-12-30 02:04:00,Canada,2240,CAN6,Male,9.5,42-43,9.0,199,0.3,2015,12,139.29999999999998
7585,,59181,2015-12-30 03:59:12,Canada,2174,CAN6,Male,9.0,42,8.5,159,0.2,2015,12,127.2
7586,,59182,2015-12-30 07:35:12,United States,2200,US11,Female,9.0,39-40,7.0,129,0.2,2015,12,103.2
7587,,59183,2015-12-30 07:49:36,United States,2230,US15,Male,11.5,44-45,11.0,199,0.2,2015,12,159.20000000000002
7588,,59184,2015-12-30 16:42:24,Canada,2214,CAN7,Male,10.0,43,9.5,179,0.1,2015,12,161.1
7589,,59185,2015-12-30 17:54:24,United Kingdom,2179,UK4,Male,9.5,42-43,9.0,139,0.2,2015,12,111.2
7590,,59186,2015-12-30 17:54:24,Germany,2236,GER2,Male,9.5,42-43,9.0,129,0.2,2015,12,103.2
7591,,59187,2015-12-30 18:52:00,Germany,2192,GER2,Female,6.5,37,4.5,169,0.2,2015,12,135.20000000000002
7592,,59188,2015-12-31 02:04:00,Canada,2176,CAN5,Male,9.5,42-43,9.0,189,0.1,2015,12,170.1
7593,,59189,2015-12-31 03:59:12,United States,2226,US15,Male,11.5,44-45,11.0,179,0.0,2015,12,179.0
7594,,59190,2015-12-31 05:11:12,United States,2213,US13,Male,10.5,43-44,10.0,149,0.3,2015,12,104.3
7595,,59191,2015-12-31 08:04:00,United States,2211,US1,Female,8.5,39,6.5,129,0.0,2015,12,129.0
7596,,59192,2015-12-31 08:32:48,United States,2179,US8,Female,7.0,37-38,5.0,159,0.5,2015,12,79.5
7597,,59193,2015-12-31 11:40:00,United States,2148,US14,Male,8.0,41,7.5,139,0.0,2015,12,139.0
7598,,59194,2015-12-31 12:23:12,Germany,2209,GER1,Female,8.5,39,6.5,159,0.0,2015,12,159.0
7599,,59195,2015-12-31 15:30:24,Germany,2238,GER2,Female,8.5,39,6.5,149,0.0,2015,12,149.0
7600,,59196,2015-12-31 16:13:36,United States,2173,US5,Female,9.0,39-40,7.0,179,0.0,2015,12,179.0
7601,,59197,2016-01-01 04:56:48,Germany,2204,GER1,Male,10.5,43-44,10.0,169,0.0,2016,1,169.0
7602,,59198,2016-01-01 06:52:00,Germany,2158,GER3,Male,9.0,42,8.5,149,0.1,2016,1,134.1
7603,,59199,2016-01-01 15:30:24,Germany,2173,GER1,Female,8.5,39,6.5,149,0.2,2016,1,119.2
7604,,59200,2016-01-01 15:59:12,Canada,2192,CAN5,Female,7.5,38,5.5,199,0.0,2016,1,199.0
7605,,59201,2016-01-01 23:25:36,Germany,2154,GER3,Male,9.0,42,8.5,189,0.1,2016,1,170.1
7606,,59202,2016-01-02 02:47:12,Germany,2205,GER1,Female,7.5,38,5.5,159,0.0,2016,1,159.0
7607,,59203,2016-01-02 04:28:00,United Kingdom,2215,UK5,Female,5.0,35-36,3.0,199,0.1,2016,1,179.1
7608,,59204,2016-01-02 04:28:00,Canada,2156,CAN6,Male,10.0,43,9.5,159,0.0,2016,1,159.0
7609,,59205,2016-01-02 04:42:24,Germany,2210,GER1,Male,11.0,44,10.5,199,0.0,2016,1,199.0
7610,,59206,2016-01-02 04:56:48,United States,2186,US13,Female,8.0,38-39,6.0,189,0.3,2016,1,132.29999999999998
7611,,59207,2016-01-02 06:52:00,Germany,2165,GER2,Male,6.0,39,5.5,129,0.0,2016,1,129.0
7612,,59208,2016-01-02 09:59:12,Germany,2195,GER1,Female,8.5,39,6.5,179,0.0,2016,1,179.0
7613,,59209,2016-01-02 10:42:24,United States,2193,US14,Female,9.0,39-40,7.0,159,0.2,2016,1,127.2
7614,,59210,2016-01-02 13:49:36,Germany,2172,GER2,Female,9.0,39-40,7.0,159,0.0,2016,1,159.0
7615,,59211,2016-01-02 13:49:36,Germany,2152,GER2,Female,8.5,39,6.5,139,0.0,2016,1,139.0
7616,,59212,2016-01-02 15:30:24,Germany,2236,GER2,Female,8.5,39,6.5,199,0.0,2016,1,199.0
7617,,59213,2016-01-02 16:13:36,United States,2228,US13,Male,9.5,42-43,9.0,179,0.3,2016,1,125.3
7618,,59214,2016-01-02 16:56:48,United States,2177,US12,Female,10.5,41,8.5,189,0.2,2016,1,151.20000000000002
7619,,59214,2016-01-02 16:56:48,United States,2236,US6,Male,8.5,41-42,8.0,189,0.2,2016,1,151.20000000000002
7620,,59215,2016-01-02 23:25:36,Germany,2231,GER1,Female,8.0,38-39,6.0,189,0.3,2016,1,132.29999999999998
7621,,59216,2016-01-03 02:04:00,Germany,2174,GER1,Male,9.5,42-43,9.0,129,0.0,2016,1,129.0
7622,,59217,2016-01-03 02:47:12,Germany,2210,GER2,Male,10.5,43-44,10.0,179,0.5,2016,1,89.5
7623,,59218,2016-01-03 03:59:12,Canada,2223,CAN3,Male,11.0,44,10.5,129,0.2,2016,1,103.2
7624,,59219,2016-01-03 03:59:12,United States,2188,US14,Female,9.5,40,7.5,199,0.2,2016,1,159.20000000000002
7625,,59220,2016-01-03 04:28:00,Canada,2173,CAN5,Male,10.5,43-44,10.0,149,0.2,2016,1,119.2
7626,,59220,2016-01-03 04:28:00,Canada,2202,CAN7,Male,10.5,43-44,10.0,129,0.5,2016,1,64.5
7627,,59221,2016-01-03 06:52:00,United States,2178,US13,Female,8.0,38-39,6.0,149,0.2,2016,1,119.2
7628,,59222,2016-01-03 08:18:24,Canada,2214,CAN5,Male,7.5,40-41,7.0,199,0.2,2016,1,159.20000000000002
7629,,59223,2016-01-03 13:20:48,United States,2158,US3,Male,8.0,41,7.5,159,0.0,2016,1,159.0
7630,,59224,2016-01-03 13:49:36,United Kingdom,2230,UK4,Male,10.5,43-44,10.0,139,0.2,2016,1,111.2
7631,,59225,2016-01-03 13:49:36,United States,2236,US13,Male,8.0,41,7.5,129,0.0,2016,1,129.0
7632,,59226,2016-01-03 16:56:48,United States,2207,US14,Male,14.0,47,13.5,169,0.0,2016,1,169.0
7633,,59226,2016-01-03 16:56:48,United States,2198,US13,Female,11.0,41-42,9.0,129,0.3,2016,1,90.3
7634,,59227,2016-01-03 23:25:36,Germany,2208,GER1,Male,11.0,44,10.5,199,0.3,2016,1,139.29999999999998
7635,,59228,2016-01-04 00:37:36,United States,2186,US11,Male,10.5,43-44,10.0,159,0.0,2016,1,159.0
7636,,59229,2016-01-04 02:04:00,Germany,2173,GER2,Female,8.0,38-39,6.0,189,0.0,2016,1,189.0
7637,,59230,2016-01-04 02:04:00,United States,2173,US8,Male,10.5,43-44,10.0,169,0.3,2016,1,118.3
7638,,59231,2016-01-04 03:59:12,Canada,2191,CAN1,Female,7.0,37-38,5.0,169,0.2,2016,1,135.20000000000002
7639,,59232,2016-01-04 04:28:00,United Kingdom,2229,UK4,Female,4.5,35,2.5,139,0.2,2016,1,111.2
7640,,59232,2016-01-04 04:28:00,United Kingdom,2209,UK3,Female,5.0,35-36,3.0,129,0.3,2016,1,90.3
7641,,59233,2016-01-04 05:25:36,Germany,2228,GER2,Female,7.5,38,5.5,129,0.1,2016,1,116.10000000000001
7642,,59234,2016-01-04 07:35:12,Canada,2190,CAN6,Male,9.0,42,8.5,199,0.0,2016,1,199.0
7643,,59235,2016-01-04 07:49:36,Canada,2227,CAN6,Female,7.5,38,5.5,149,0.0,2016,1,149.0
7644,,59236,2016-01-04 08:18:24,Germany,2229,GER1,Female,6.5,37,4.5,149,0.5,2016,1,74.5
7645,,59237,2016-01-04 10:42:24,United States,2181,US14,Female,9.0,39-40,7.0,129,0.0,2016,1,129.0
7646,,59238,2016-01-04 13:20:48,United States,2148,US12,Female,11.0,41-42,9.0,139,0.2,2016,1,111.2
7647,,59239,2016-01-04 13:49:36,Germany,2239,GER1,Female,8.5,39,6.5,189,0.0,2016,1,189.0
7648,,59240,2016-01-04 16:56:48,United States,2168,US14,Female,10.5,41,8.5,199,0.0,2016,1,199.0
7649,,59240,2016-01-04 16:56:48,United States,2211,US9,Male,14.0,47,13.5,169,0.3,2016,1,118.3
7650,,59241,2016-01-04 21:01:36,United States,2184,US5,Female,8.0,38-39,6.0,149,0.0,2016,1,149.0
7651,,59242,2016-01-04 22:56:48,United States,2231,US9,Female,9.0,39-40,7.0,129,0.5,2016,1,64.5
7652,,59243,2016-01-05 00:08:48,United States,2214,US12,Male,8.5,41-42,8.0,189,0.1,2016,1,170.1
7653,,59244,2016-01-05 02:04:00,Germany,2242,GER3,Female,8.0,38-39,6.0,159,0.0,2016,1,159.0
7654,,59245,2016-01-05 02:18:24,Germany,2165,GER3,Female,8.5,39,6.5,149,0.0,2016,1,149.0
7655,,59246,2016-01-05 03:01:36,Germany,2164,GER1,Male,9.5,42-43,9.0,179,0.3,2016,1,125.3
7656,,59247,2016-01-05 03:59:12,Canada,2220,CAN6,Female,7.0,37-38,5.0,139,0.0,2016,1,139.0
7657,,59248,2016-01-05 07:35:12,Canada,2226,CAN6,Female,7.5,38,5.5,189,0.3,2016,1,132.29999999999998
7658,,59249,2016-01-05 08:18:24,Canada,2198,CAN1,Male,13.0,46,12.5,169,0.0,2016,1,169.0
7659,,59250,2016-01-05 11:25:36,United States,2151,US12,Female,8.0,38-39,6.0,169,0.2,2016,1,135.20000000000002
7660,,59251,2016-01-05 13:20:48,United States,2236,US6,Male,8.5,41-42,8.0,189,0.2,2016,1,151.20000000000002
7661,,59252,2016-01-05 17:25:36,Germany,2181,GER3,Female,10.0,40-41,8.0,149,0.0,2016,1,149.0
7662,,59253,2016-01-05 18:08:48,United Kingdom,2155,UK1,Female,9.0,39-40,7.0,159,0.3,2016,1,111.3
7663,,59254,2016-01-05 20:32:48,United Kingdom,2184,UK2,Male,9.0,42,8.5,129,0.2,2016,1,103.2
7664,,59255,2016-01-05 21:01:36,United States,2152,US15,Male,11.5,44-45,11.0,149,0.5,2016,1,74.5
7665,,59256,2016-01-05 23:11:12,Germany,2160,GER2,Female,8.0,38-39,6.0,199,0.1,2016,1,179.1
7666,,59257,2016-01-06 00:08:48,United States,2214,US12,Male,8.5,41-42,8.0,189,0.1,2016,1,170.1
7667,,59258,2016-01-06 03:01:36,Germany,2181,GER1,Male,10.5,43-44,10.0,159,0.0,2016,1,159.0
7668,,59259,2016-01-06 07:35:12,Canada,2232,CAN6,Male,8.0,41,7.5,159,0.1,2016,1,143.1
7669,,59260,2016-01-06 07:49:36,Canada,2178,CAN1,Female,7.5,38,5.5,139,0.0,2016,1,139.0
7670,,59261,2016-01-06 08:32:48,United Kingdom,2181,UK3,Female,10.0,40-41,8.0,139,0.0,2016,1,139.0
7671,,59262,2016-01-06 11:25:36,Germany,2183,GER1,Male,7.5,40-41,7.0,159,0.0,2016,1,159.0
7672,,59263,2016-01-06 13:35:12,Canada,2240,CAN1,Male,10.0,43,9.5,129,0.0,2016,1,129.0
7673,,59264,2016-01-06 17:40:00,Germany,2156,GER2,Male,9.0,42,8.5,149,0.2,2016,1,119.2
7674,,59265,2016-01-06 18:08:48,United Kingdom,2195,UK2,Male,10.0,43,9.5,199,0.0,2016,1,199.0
7675,,59266,2016-01-06 18:52:00,United States,2240,US6,Male,13.0,46,12.5,169,0.5,2016,1,84.5
7676,,59267,2016-01-06 18:52:00,United Kingdom,2227,UK4,Male,10.5,43-44,10.0,179,0.0,2016,1,179.0
7677,,59268,2016-01-06 21:01:36,United States,2214,US12,Female,8.0,38-39,6.0,189,0.2,2016,1,151.20000000000002
7678,,59268,2016-01-06 21:01:36,United States,2230,US15,Female,7.5,38,5.5,179,0.0,2016,1,179.0
7679,,59269,2016-01-07 02:18:24,Germany,2147,GER1,Female,8.5,39,6.5,149,0.2,2016,1,119.2
7680,,59270,2016-01-07 03:01:36,Germany,2232,GER1,Female,8.0,38-39,6.0,139,0.1,2016,1,125.10000000000001
7681,,59271,2016-01-07 03:30:24,United Kingdom,2164,UK2,Female,11.0,41-42,9.0,159,0.5,2016,1,79.5
7682,,59272,2016-01-07 09:59:12,United States,2233,US14,Female,8.0,38-39,6.0,149,0.0,2016,1,149.0
7683,,59273,2016-01-07 11:40:00,Canada,2185,CAN3,Male,11.0,44,10.5,199,0.3,2016,1,139.29999999999998
7684,,59274,2016-01-07 12:08:48,Canada,2216,CAN1,Male,9.0,42,8.5,129,0.5,2016,1,64.5
7685,,59275,2016-01-07 13:35:12,Canada,2153,CAN6,Male,11.0,44,10.5,169,0.3,2016,1,118.3
7686,,59276,2016-01-07 17:40:00,Germany,2240,GER1,Male,9.0,42,8.5,129,0.5,2016,1,64.5
7687,,59277,2016-01-07 17:54:24,United Kingdom,2228,UK3,Female,8.5,39,6.5,189,0.0,2016,1,189.0
7688,,59278,2016-01-07 18:08:48,United Kingdom,2237,UK4,Female,9.0,39-40,7.0,199,0.0,2016,1,199.0
7689,,59279,2016-01-07 18:23:12,Germany,2159,GER1,Female,8.0,38-39,6.0,199,0.0,2016,1,199.0
7690,,59280,2016-01-07 18:37:36,United States,2194,US15,Male,9.0,42,8.5,159,0.0,2016,1,159.0
7691,,59281,2016-01-07 18:52:00,United States,2227,US12,Female,9.0,39-40,7.0,129,0.0,2016,1,129.0
7692,,59281,2016-01-07 18:52:00,United States,2183,US6,Male,10.0,43,9.5,159,0.0,2016,1,159.0
7693,,59282,2016-01-07 20:32:48,United Kingdom,2230,UK4,Male,10.5,43-44,10.0,139,0.2,2016,1,111.2
7694,,59283,2016-01-08 00:37:36,Canada,2229,CAN7,Female,7.0,37-38,5.0,149,0.0,2016,1,149.0
7695,,59284,2016-01-08 00:52:00,Germany,2194,GER1,Male,10.0,43,9.5,159,0.5,2016,1,79.5
7696,,59285,2016-01-08 03:01:36,United States,2214,US12,Male,10.5,43-44,10.0,179,0.0,2016,1,179.0
7697,,59286,2016-01-08 03:30:24,United States,2217,US2,Male,8.5,41-42,8.0,159,0.0,2016,1,159.0
7698,,59287,2016-01-08 06:23:12,Germany,2222,GER3,Female,7.5,38,5.5,129,0.5,2016,1,64.5
7699,,59288,2016-01-08 11:40:00,United States,2209,US5,Male,9.0,42,8.5,199,0.0,2016,1,199.0
7700,,59289,2016-01-08 11:40:00,Canada,2214,CAN5,Male,7.5,40-41,7.0,199,0.2,2016,1,159.20000000000002
7701,,59290,2016-01-08 12:08:48,Canada,2240,CAN1,Male,10.0,43,9.5,129,0.0,2016,1,129.0
7702,,59290,2016-01-08 12:08:48,Canada,2216,CAN1,Male,9.0,42,8.5,129,0.5,2016,1,64.5
7703,,59290,2016-01-08 12:08:48,Canada,2181,CAN1,Male,8.5,41-42,8.0,169,0.2,2016,1,135.20000000000002
7704,,59291,2016-01-08 14:04:00,Germany,2223,GER2,Male,6.0,39,5.5,139,0.2,2016,1,111.2
7705,,59292,2016-01-08 17:40:00,Germany,2154,GER3,Male,9.0,42,8.5,189,0.1,2016,1,170.1
7706,,59293,2016-01-08 17:54:24,United States,2155,US12,Male,10.5,43-44,10.0,169,0.0,2016,1,169.0
7707,,59294,2016-01-08 18:37:36,United States,2241,US15,Male,9.5,42-43,9.0,199,0.0,2016,1,199.0
7708,,59295,2016-01-08 18:52:00,United States,2212,US13,Female,7.0,37-38,5.0,139,0.5,2016,1,69.5
7709,,59296,2016-01-08 18:52:00,United Kingdom,2180,UK4,Male,9.0,42,8.5,129,0.0,2016,1,129.0
7710,,59296,2016-01-08 18:52:00,United Kingdom,2167,UK1,Female,9.5,40,7.5,129,0.0,2016,1,129.0
7711,,59297,2016-01-08 20:04:00,Germany,2192,GER2,Male,9.5,42-43,9.0,189,0.2,2016,1,151.20000000000002
7712,,59298,2016-01-08 22:42:24,Germany,2219,GER2,Female,8.0,38-39,6.0,169,0.0,2016,1,169.0
7713,,59299,2016-01-09 03:30:24,United States,2158,US3,Male,8.0,41,7.5,159,0.0,2016,1,159.0
7714,,59300,2016-01-09 05:54:24,United States,2238,US15,Male,9.0,42,8.5,179,0.0,2016,1,179.0
7715,,59301,2016-01-09 07:49:36,Canada,2178,CAN6,Male,9.5,42-43,9.0,139,0.3,2016,1,97.3
7716,,59302,2016-01-09 09:16:00,Germany,2174,GER1,Male,9.5,42-43,9.0,129,0.0,2016,1,129.0
7717,,59303,2016-01-09 09:59:12,United States,2152,US12,Female,10.5,41,8.5,139,0.1,2016,1,125.10000000000001
7718,,59304,2016-01-09 10:13:36,United Kingdom,2203,UK1,Female,8.5,39,6.5,189,0.0,2016,1,189.0
7719,,59305,2016-01-09 10:42:24,United States,2193,US12,Male,7.5,40-41,7.0,149,0.3,2016,1,104.3
7720,,59306,2016-01-09 11:40:00,United Kingdom,2164,UK2,Female,11.0,41-42,9.0,159,0.5,2016,1,79.5
7721,,59307,2016-01-09 12:08:48,Canada,2153,CAN6,Male,11.0,44,10.5,169,0.3,2016,1,118.3
7722,,59307,2016-01-09 12:08:48,Canada,2216,CAN1,Male,9.0,42,8.5,129,0.5,2016,1,64.5
7723,,59308,2016-01-09 17:54:24,United Kingdom,2231,UK3,Female,8.5,39,6.5,179,0.0,2016,1,179.0
7724,,59308,2016-01-09 17:54:24,United Kingdom,2216,UK5,Male,10.5,43-44,10.0,199,0.0,2016,1,199.0
7725,,59308,2016-01-09 17:54:24,United Kingdom,2205,UK3,Male,8.5,41-42,8.0,129,0.2,2016,1,103.2
7726,,59308,2016-01-09 17:54:24,United Kingdom,2241,UK1,Male,9.5,42-43,9.0,199,0.1,2016,1,179.1
7727,,59309,2016-01-09 18:52:00,United States,2149,US13,Female,7.0,37-38,5.0,139,0.5,2016,1,69.5
7728,,59310,2016-01-09 20:04:00,United Kingdom,2226,UK2,Female,8.0,38-39,6.0,169,0.3,2016,1,118.3
7729,,59311,2016-01-09 21:59:12,United Kingdom,2242,UK4,Male,9.5,42-43,9.0,139,0.3,2016,1,97.3
7730,,59312,2016-01-10 00:23:12,Germany,2219,GER2,Male,9.5,42-43,9.0,129,0.0,2016,1,129.0
7731,,59313,2016-01-10 00:37:36,Canada,2228,CAN2,Female,7.0,37-38,5.0,149,0.0,2016,1,149.0
7732,,59314,2016-01-10 01:06:24,Canada,2232,CAN2,Male,9.0,42,8.5,199,0.5,2016,1,99.5
7733,,59315,2016-01-10 01:35:12,United States,2225,US4,Female,9.0,39-40,7.0,159,0.0,2016,1,159.0
